"dates","name","value","ts_missing","colors"
"2021-12-20","WWTP",NA,TRUE,"#332288"
"2021-12-27","WWTP",4.92771956303463,FALSE,"#332288"
"2022-01-03","WWTP",5.52965953443655,FALSE,"#332288"
"2022-01-10","WWTP",5.13746853298891,FALSE,"#332288"
"2022-01-17","WWTP",5.04013437362731,FALSE,"#332288"
"2022-01-24","WWTP",4.73547677483727,FALSE,"#332288"
"2022-01-31","WWTP",4.43770824562801,FALSE,"#332288"
"2022-02-07","WWTP",4.18352501430022,FALSE,"#332288"
"2022-02-14","WWTP",3.89250642107156,FALSE,"#332288"
"2022-02-21","WWTP",3.9425613928796,FALSE,"#332288"
"2022-02-28","WWTP",3.56944826504464,FALSE,"#332288"
"2022-03-07","WWTP",3.69792550095439,FALSE,"#332288"
"2022-03-14","WWTP",2.93198780079852,FALSE,"#332288"
"2022-03-21","WWTP",3.47241203552396,FALSE,"#332288"
"2022-03-28","WWTP",4.11755885983008,FALSE,"#332288"
"2022-04-04","WWTP",4.06201760321395,FALSE,"#332288"
"2022-04-11","WWTP",3.92606661966001,FALSE,"#332288"
"2022-04-18","WWTP",4.24061337573937,FALSE,"#332288"
"2022-04-25","WWTP",4.2271552846636,FALSE,"#332288"
"2022-05-02","WWTP",4.22064042828443,FALSE,"#332288"
"2022-05-09","WWTP",4.58710408670427,FALSE,"#332288"
"2022-05-16","WWTP",4.45725303137412,FALSE,"#332288"
"2022-05-23","WWTP",4.47075719254427,FALSE,"#332288"
"2022-05-30","WWTP",4.34422127780013,FALSE,"#332288"
"2022-06-06","WWTP",4.29026436410738,FALSE,"#332288"
"2022-06-13","WWTP",4.71347374397579,FALSE,"#332288"
"2022-06-20","WWTP",4.53361987411019,FALSE,"#332288"
"2022-06-27","WWTP",4.89337569623672,FALSE,"#332288"
"2022-07-04","WWTP",4.97750440247899,FALSE,"#332288"
"2022-07-11","WWTP",5.04595161166303,FALSE,"#332288"
"2022-07-18","WWTP",5.36706565449493,FALSE,"#332288"
"2022-07-25","WWTP",5.3331703688392,FALSE,"#332288"
"2022-08-01","WWTP",5.15898362568896,FALSE,"#332288"
"2022-08-08","WWTP",5.29670480001845,FALSE,"#332288"
"2022-08-15","WWTP",4.76175320408099,FALSE,"#332288"
"2022-08-22","WWTP",4.64742049260706,FALSE,"#332288"
"2022-08-29","WWTP",4.35819221227472,FALSE,"#332288"
"2022-09-05","WWTP",4.35204569784634,FALSE,"#332288"
"2022-09-12","WWTP",4.42645388769144,FALSE,"#332288"
"2022-09-19","WWTP",4.48042968735487,FALSE,"#332288"
"2022-09-26","WWTP",3.89952217571629,FALSE,"#332288"
"2022-10-03","WWTP",4.29854982623369,FALSE,"#332288"
"2022-10-10","WWTP",4.31060969389661,FALSE,"#332288"
"2022-10-17","WWTP",4.08155788726488,FALSE,"#332288"
"2022-10-24","WWTP",4.10953614512232,FALSE,"#332288"
"2022-10-31","WWTP",4.09275196355279,FALSE,"#332288"
"2022-11-07","WWTP",4.40888664797296,FALSE,"#332288"
"2022-11-14","WWTP",4.74427535554262,FALSE,"#332288"
"2022-11-21","WWTP",4.79717331793983,FALSE,"#332288"
"2022-11-28","WWTP",4.88552352850544,FALSE,"#332288"
"2022-12-05","WWTP",4.62307776331582,FALSE,"#332288"
"2022-12-12","WWTP",4.52246673898581,FALSE,"#332288"
"2022-12-19","WWTP",4.94076164401491,FALSE,"#332288"
"2022-12-26","WWTP",NA,TRUE,"#332288"
"2023-01-02","WWTP",NA,TRUE,"#332288"
"2023-01-09","WWTP",4.91866966832358,FALSE,"#332288"
"2023-01-16","WWTP",5.02514081067496,FALSE,"#332288"
"2023-01-23","WWTP",5.3536602236654,FALSE,"#332288"
"2023-01-30","WWTP",4.64680258488461,FALSE,"#332288"
"2023-02-06","WWTP",5.04486376636625,FALSE,"#332288"
"2023-02-13","WWTP",5.10239891008435,FALSE,"#332288"
"2023-02-20","WWTP",4.89538607993583,FALSE,"#332288"
"2023-02-27","WWTP",4.69985682603086,FALSE,"#332288"
"2023-03-06","WWTP",4.46968793979138,FALSE,"#332288"
"2023-03-13","WWTP",4.49001729055753,FALSE,"#332288"
